"Pr.SPAM","Pr.HAM","Class","Type"
4.94065645841247e-324,1.08489586458696e-253,FALSE,"EASYHAM"
0,1.84179898547308e-286,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
9.09766303731642e-199,1.10422153975614e-141,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,5.26204540264143e-313,FALSE,"EASYHAM"
0,1.83495323652039e-286,FALSE,"EASYHAM"
2.80831581259947e-216,2.14506749156312e-189,FALSE,"EASYHAM"
0,1.38659523505346e-319,FALSE,"EASYHAM"
7.38056501508823e-194,1.06326156703023e-163,FALSE,"EASYHAM"
5.53874413963688e-266,5.71828668796463e-191,FALSE,"EASYHAM"
5.02563180153785e-128,4.1198650890074e-100,FALSE,"EASYHAM"
8.22122939491314e-252,5.00955036800914e-172,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.70451636156355e-117,7.20899756270273e-99,FALSE,"EASYHAM"
9.17768314737018e-281,9.03047032278946e-220,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,9.07123393346313e-239,FALSE,"EASYHAM"
0,2.86814420497864e-223,FALSE,"EASYHAM"
1.34862423737348e-150,5.1528268700491e-118,FALSE,"EASYHAM"
1.67135999190074e-93,4.63369346426454e-69,FALSE,"EASYHAM"
1.9506165610212e-295,7.34890078806232e-214,FALSE,"EASYHAM"
2.07494727530744e-61,2.52241316867146e-41,FALSE,"EASYHAM"
0,1.5081613880943e-294,FALSE,"EASYHAM"
0,9.05342836302409e-269,FALSE,"EASYHAM"
1.33538592320288e-235,1.68783288765543e-170,FALSE,"EASYHAM"
2.08042333654466e-41,1.19109641036368e-36,FALSE,"EASYHAM"
2.94175754438894e-199,2.0390573958862e-140,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,1.34637588755617e-313,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
5.97853954660446e-166,5.68245488188967e-117,FALSE,"EASYHAM"
1.68326618350791e-197,3.09618961108556e-153,FALSE,"EASYHAM"
3.23179331411314e-315,1.03739565463272e-273,FALSE,"EASYHAM"
1.20202179992857e-203,8.10449245654761e-161,FALSE,"EASYHAM"
9.64359481345659e-202,1.29830300783961e-143,FALSE,"EASYHAM"
4.80764884324858e-205,1.21657688198997e-148,FALSE,"EASYHAM"
1.99895817999261e-107,2.06146634995278e-84,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.65177299404805e-66,1.00895254256043e-63,FALSE,"EASYHAM"
2.21051125127914e-139,1.59771036485854e-134,FALSE,"EASYHAM"
2.47103603616733e-96,4.48390237631056e-77,FALSE,"EASYHAM"
3.85829962277921e-278,9.43166654983682e-224,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.07380202547036e-164,5.76896402627643e-129,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.1139906502822e-115,3.0748470013228e-73,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.33172187691773e-137,2.38569845913507e-108,FALSE,"EASYHAM"
4.04541798581482e-185,1.99686811814639e-153,FALSE,"EASYHAM"
4.05146202449354e-85,1.84010045551309e-79,FALSE,"EASYHAM"
6.09233618796256e-70,7.01063396329639e-62,FALSE,"EASYHAM"
2.30559702601003e-296,8.58118503907191e-241,FALSE,"EASYHAM"
0,9.8091312411975e-239,FALSE,"EASYHAM"
1.23003341019162e-97,1.42931978736843e-77,FALSE,"EASYHAM"
4.48705361757321e-206,8.12698206529688e-163,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
6.08984320814127e-231,8.39508569306183e-173,FALSE,"EASYHAM"
8.60058390182463e-152,4.4746139091803e-116,FALSE,"EASYHAM"
6.83600299344391e-308,7.62934903506503e-231,FALSE,"EASYHAM"
1.09163256746088e-158,2.94139648810427e-118,FALSE,"EASYHAM"
1.25137628614438e-207,6.84819479961169e-193,FALSE,"EASYHAM"
2.03968910197123e-176,1.50392440865873e-136,FALSE,"EASYHAM"
9.1265364934786e-46,7.14516681069478e-54,TRUE,"EASYHAM"
1.48486121809561e-300,2.17311231269572e-262,FALSE,"EASYHAM"
3.92051448188083e-149,1.36548543062014e-108,FALSE,"EASYHAM"
4.22290744944855e-224,2.90060217853101e-186,FALSE,"EASYHAM"
3.47852750844072e-116,3.5342173371582e-101,FALSE,"EASYHAM"
7.87204082655708e-169,3.57579836233528e-138,FALSE,"EASYHAM"
3.25600450358593e-195,4.30006467457338e-149,FALSE,"EASYHAM"
1.52005101212235e-218,1.37738245443385e-201,FALSE,"EASYHAM"
1.86026640464473e-53,2.17999834913105e-50,FALSE,"EASYHAM"
2.31568413366333e-112,3.32132813160527e-97,FALSE,"EASYHAM"
1.02789417598586e-312,1.73392518254739e-253,FALSE,"EASYHAM"
1.45415038654122e-64,3.16279362610936e-51,FALSE,"EASYHAM"
8.50677976126615e-72,9.99442785850559e-59,FALSE,"EASYHAM"
2.01532344679025e-97,6.86546140468258e-67,FALSE,"EASYHAM"
2.99060269845924e-60,7.04580561582401e-54,FALSE,"EASYHAM"
4.94918849208691e-71,2.54828342692392e-49,FALSE,"EASYHAM"
6.7532603418128e-156,4.28458299956188e-120,FALSE,"EASYHAM"
1.33023481466317e-77,3.26476362585599e-71,FALSE,"EASYHAM"
1.31755561568854e-140,1.7319881849482e-99,FALSE,"EASYHAM"
1.63211118409161e-162,7.07068763185088e-131,FALSE,"EASYHAM"
1.54625038702469e-172,5.60886970270287e-139,FALSE,"EASYHAM"
8.9033668948583e-188,2.33263912003635e-158,FALSE,"EASYHAM"
0,5.64496862530103e-313,FALSE,"EASYHAM"
2.96721509914635e-181,5.76591634489148e-158,FALSE,"EASYHAM"
2.27906792826541e-125,6.35134185870304e-92,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.07357756961498e-217,2.0806735555914e-191,FALSE,"EASYHAM"
4.71351382120483e-181,8.78838305299965e-140,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.49599737715534e-322,1.11153569373734e-271,FALSE,"EASYHAM"
1.09257956020253e-297,2.38365220121905e-226,FALSE,"EASYHAM"
3.92602518115402e-174,7.23147306880422e-145,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.22583347432633e-124,8.50236059442948e-98,FALSE,"EASYHAM"
1.12134204892544e-47,5.55707183887817e-38,FALSE,"EASYHAM"
2.29899621414405e-212,3.97809715036198e-178,FALSE,"EASYHAM"
4.38199633596127e-164,1.17647877606001e-125,FALSE,"EASYHAM"
4.87098065239478e-65,1.22922470239696e-50,FALSE,"EASYHAM"
1.87905622698218e-191,5.93438978420681e-158,FALSE,"EASYHAM"
4.307917880104e-231,1.34483331423541e-175,FALSE,"EASYHAM"
1.02309454396679e-93,4.25867488315813e-70,FALSE,"EASYHAM"
1.47543307197616e-199,1.07664425704875e-156,FALSE,"EASYHAM"
0,1.40023351318289e-257,FALSE,"EASYHAM"
1.04045284234864e-201,9.93401957706749e-164,FALSE,"EASYHAM"
3.74590407778795e-81,1.20744459659585e-68,FALSE,"EASYHAM"
5.82852742017952e-106,1.72411609652287e-90,FALSE,"EASYHAM"
0,7.22907759312334e-270,FALSE,"EASYHAM"
9.26740033317314e-178,2.79573934715192e-143,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
7.53513718599675e-219,4.80345396468768e-179,FALSE,"EASYHAM"
2.08613069893004e-121,9.92006928983197e-84,FALSE,"EASYHAM"
1.70238657924606e-104,3.85258394812938e-85,FALSE,"EASYHAM"
5.45140654311498e-172,1.86426324729537e-157,FALSE,"EASYHAM"
4.62121987170388e-107,2.06053318266969e-76,FALSE,"EASYHAM"
4.00683931781373e-243,7.84388097605317e-193,FALSE,"EASYHAM"
1.89881349493187e-138,4.47748056688418e-113,FALSE,"EASYHAM"
1.81561274302274e-161,1.26386150343324e-104,FALSE,"EASYHAM"
0,6.58520336715964e-319,FALSE,"EASYHAM"
1.77502727749246e-301,2.8633879127948e-254,FALSE,"EASYHAM"
1.31816675379986e-198,1.24837363647654e-139,FALSE,"EASYHAM"
9.14765710526922e-176,5.60198124884857e-135,FALSE,"EASYHAM"
8.32815877475439e-73,1.04390415736036e-66,FALSE,"EASYHAM"
1.25110234826761e-104,1.05963079970494e-85,FALSE,"EASYHAM"
1.29583511161236e-227,1.70340614539605e-178,FALSE,"EASYHAM"
1.4098047477516e-191,1.93081740820949e-162,FALSE,"EASYHAM"
1.69529572313935e-86,4.59784899282771e-84,FALSE,"EASYHAM"
1.14032752676572e-237,5.69749188507003e-196,FALSE,"EASYHAM"
2.04774178365613e-255,4.28979995441595e-236,FALSE,"EASYHAM"
5.82852742017952e-106,1.72411609652287e-90,FALSE,"EASYHAM"
4.40379015451624e-110,3.85789283880231e-93,FALSE,"EASYHAM"
1.46387628190558e-98,2.34318664289938e-74,FALSE,"EASYHAM"
2.67377826242783e-227,9.75950269465927e-168,FALSE,"EASYHAM"
0,2.06598549068929e-260,FALSE,"EASYHAM"
1.57008262324344e-264,2.72417500254326e-200,FALSE,"EASYHAM"
8.48863534463717e-199,1.03529318077047e-141,FALSE,"EASYHAM"
5.82852742017952e-106,1.72411609652287e-90,FALSE,"EASYHAM"
2.3284938202063e-175,1.55343153718119e-126,FALSE,"EASYHAM"
0,1.96679537611463e-312,FALSE,"EASYHAM"
2.58305508791614e-180,1.78059266117888e-140,FALSE,"EASYHAM"
9.26964115297112e-95,3.32810376376311e-75,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.13428661299463e-245,6.01274480594679e-199,FALSE,"EASYHAM"
9.61171770428092e-90,1.12863899116999e-89,FALSE,"EASYHAM"
5.37521832621548e-291,1.52685496751748e-224,FALSE,"EASYHAM"
1.64598796805476e-107,3.4484765714409e-88,FALSE,"EASYHAM"
1.39634953208449e-205,1.3130357198025e-149,FALSE,"EASYHAM"
1.76840755467808e-232,3.19424629544858e-172,FALSE,"EASYHAM"
3.93911039315668e-281,1.65555347624562e-208,FALSE,"EASYHAM"
1.8841326363464e-175,7.06616261462385e-120,FALSE,"EASYHAM"
1.79813017647403e-176,3.20376714093355e-135,FALSE,"EASYHAM"
3.22765878232035e-290,5.04829605081397e-219,FALSE,"EASYHAM"
0,1.94173089188254e-257,FALSE,"EASYHAM"
8.34185909276933e-248,3.13665614568756e-192,FALSE,"EASYHAM"
4.74876644825116e-163,5.6381767757974e-131,FALSE,"EASYHAM"
2.13051581778996e-255,1.26809493530816e-193,FALSE,"EASYHAM"
1.78920781636022e-277,5.71117828974141e-214,FALSE,"EASYHAM"
9.90646090117336e-271,7.89629223996652e-177,FALSE,"EASYHAM"
1.11841487181014e-232,1.8113841268995e-182,FALSE,"EASYHAM"
1.64114540685937e-162,4.85029473506553e-127,FALSE,"EASYHAM"
4.84491687259365e-304,3.24654105192548e-222,FALSE,"EASYHAM"
2.38835555674226e-150,1.74992689262515e-113,FALSE,"EASYHAM"
1.48860203368298e-305,5.19207586880245e-237,FALSE,"EASYHAM"
3.17648257233699e-175,4.61138297786225e-121,FALSE,"EASYHAM"
3.44447935204252e-153,2.83501991261075e-114,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
8.64226221371288e-263,5.62009557696611e-180,FALSE,"EASYHAM"
6.62149065514792e-45,3.45349314977675e-41,FALSE,"EASYHAM"
7.68045386798694e-202,1.51385725458303e-136,FALSE,"EASYHAM"
1.79275508957664e-151,5.56358071454192e-110,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.99232909945644e-232,3.30461933442308e-170,FALSE,"EASYHAM"
4.03299493717687e-121,3.76364183389301e-102,FALSE,"EASYHAM"
0,5.54003891668842e-306,FALSE,"EASYHAM"
3.30282647782888e-206,6.51852155537135e-152,FALSE,"EASYHAM"
0,1.11933213513736e-238,FALSE,"EASYHAM"
8.68013481610711e-133,5.18837220739781e-95,FALSE,"EASYHAM"
2.33373251671669e-316,2.52687989331874e-264,FALSE,"EASYHAM"
1.17259546805508e-245,9.69226804959629e-174,FALSE,"EASYHAM"
3.97302920393841e-106,1.5417591643293e-85,FALSE,"EASYHAM"
8.79671814094828e-225,3.59887521514685e-162,FALSE,"EASYHAM"
1.47109026789557e-270,2.12449071203939e-209,FALSE,"EASYHAM"
1.8703327612091e-251,4.86182399272368e-184,FALSE,"EASYHAM"
5.98262891162986e-156,4.49575002026874e-130,FALSE,"EASYHAM"
8.46903823212516e-230,3.23685934967753e-176,FALSE,"EASYHAM"
1.48269571402301e-157,2.12139211627315e-126,FALSE,"EASYHAM"
4.10108685879039e-113,1.55912856833845e-89,FALSE,"EASYHAM"
1.96295674222575e-218,9.48809548647511e-161,FALSE,"EASYHAM"
5.02255046198686e-162,4.69068634655858e-119,FALSE,"EASYHAM"
9.32960100680305e-151,9.33376047861555e-117,FALSE,"EASYHAM"
9.5431300408651e-140,1.64710718947421e-103,FALSE,"EASYHAM"
4.79505134146829e-56,1.72788855171753e-60,TRUE,"EASYHAM"
7.86220519736708e-94,3.27373324538711e-84,FALSE,"EASYHAM"
4.64893813771393e-138,8.57183151566437e-110,FALSE,"EASYHAM"
2.1518144457245e-228,7.25014916912164e-180,FALSE,"EASYHAM"
1.57823334438409e-259,1.6794619346183e-183,FALSE,"EASYHAM"
7.3896078790943e-201,7.13496466944613e-161,FALSE,"EASYHAM"
2.03817956481198e-163,6.12906358479793e-134,FALSE,"EASYHAM"
1.41978229622499e-144,1.19971050662545e-109,FALSE,"EASYHAM"
4.94065645841247e-323,1.31436958591859e-250,FALSE,"EASYHAM"
1.13807363984202e-98,2.81135593492362e-70,FALSE,"EASYHAM"
7.20408920718411e-103,1.25113298547634e-73,FALSE,"EASYHAM"
2.68328785328309e-142,6.28735126958154e-113,FALSE,"EASYHAM"
5.76011108572386e-196,2.37312431981323e-139,FALSE,"EASYHAM"
5.35107233431e-198,6.11446401382151e-160,FALSE,"EASYHAM"
1.82219257601303e-171,8.43142432870971e-125,FALSE,"EASYHAM"
3.38433552543725e-200,1.01426355513141e-141,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.87867233990919e-179,5.13833944376569e-148,FALSE,"EASYHAM"
6.36608032637366e-235,8.8987802367739e-175,FALSE,"EASYHAM"
7.26063069987629e-159,1.29355697238837e-118,FALSE,"EASYHAM"
5.91484073891017e-189,1.49587880344698e-141,FALSE,"EASYHAM"
2.24493869348988e-161,1.49465853121603e-123,FALSE,"EASYHAM"
1.87504567850788e-80,3.24963687436759e-72,FALSE,"EASYHAM"
4.18005860120546e-71,8.63063317364527e-62,FALSE,"EASYHAM"
3.20106101936562e-69,2.4182894482227e-58,FALSE,"EASYHAM"
1.10440382818632e-129,6.54773892676415e-109,FALSE,"EASYHAM"
5.86422228622041e-65,1.78149092041627e-53,FALSE,"EASYHAM"
1.9288733521515e-131,1.19352644581711e-98,FALSE,"EASYHAM"
1.56431915016609e-115,4.44287068880631e-86,FALSE,"EASYHAM"
2.96958759803652e-97,7.14449192150178e-74,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
5.27856686593331e-130,1.31051695465441e-88,FALSE,"EASYHAM"
1.0097780976832e-82,5.37706660039145e-63,FALSE,"EASYHAM"
5.86837240288719e-43,3.80533014625663e-39,FALSE,"EASYHAM"
6.89147960493415e-110,3.01820039076857e-69,FALSE,"EASYHAM"
3.04676617932488e-142,2.46678487832119e-100,FALSE,"EASYHAM"
1.69644509511656e-128,2.96505407366945e-92,FALSE,"EASYHAM"
3.04349911548234e-108,3.50513065386916e-89,FALSE,"EASYHAM"
7.71367127576457e-221,1.00202498269329e-167,FALSE,"EASYHAM"
6.66821389816187e-250,5.18484494324457e-180,FALSE,"EASYHAM"
1.62947330519655e-259,3.55258181792517e-200,FALSE,"EASYHAM"
4.38613593899576e-171,1.27904319817076e-119,FALSE,"EASYHAM"
3.48782379483578e-168,2.97764028136092e-151,FALSE,"EASYHAM"
1.06041994798772e-174,4.02531757862126e-131,FALSE,"EASYHAM"
1.31000185233079e-151,2.6423715869468e-128,FALSE,"EASYHAM"
4.16910060117714e-212,8.13752306164798e-186,FALSE,"EASYHAM"
4.37677985590834e-133,8.14491402992606e-115,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
6.24653688756849e-126,7.77850040378847e-98,FALSE,"EASYHAM"
2.4913311235839e-113,2.90383253450237e-100,FALSE,"EASYHAM"
6.69927149372265e-152,1.25909516030183e-110,FALSE,"EASYHAM"
1.7091377922972e-124,8.7359917317095e-101,FALSE,"EASYHAM"
7.74952014398711e-87,1.58641648537333e-60,FALSE,"EASYHAM"
3.56322911527343e-96,3.51810982691036e-91,FALSE,"EASYHAM"
1.34199109071946e-147,1.0411159636679e-101,FALSE,"EASYHAM"
4.70331517532193e-180,9.48331294865432e-118,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.10492347470848e-185,8.14342432548345e-148,FALSE,"EASYHAM"
1.84434705592537e-320,1.38928915226399e-270,FALSE,"EASYHAM"
3.32601839104565e-258,7.13996770266873e-187,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,6.76153472566191e-265,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.09694317741884e-307,1.67600578495996e-212,FALSE,"EASYHAM"
4.95550433349084e-133,1.45330038225919e-92,FALSE,"EASYHAM"
6.46633054066003e-310,3.25122931135025e-232,FALSE,"EASYHAM"
7.62872736823806e-176,4.84196783695456e-123,FALSE,"EASYHAM"
1.91919413995105e-213,7.05250012505271e-159,FALSE,"EASYHAM"
1.37971349857102e-150,1.39326602944248e-110,FALSE,"EASYHAM"
2.60265445999005e-167,1.57838898231331e-105,FALSE,"EASYHAM"
1.18628168420933e-204,3.84617186099562e-159,FALSE,"EASYHAM"
2.07283266940329e-94,1.67949599605301e-69,FALSE,"EASYHAM"
4.57623933699717e-96,6.22795119939689e-72,FALSE,"EASYHAM"
0,5.13016207559537e-294,FALSE,"EASYHAM"
4.28182851833227e-179,1.15261507676941e-134,FALSE,"EASYHAM"
8.90596509442656e-140,1.07254954578592e-114,FALSE,"EASYHAM"
1.25090904110446e-39,2.96271091960068e-32,FALSE,"EASYHAM"
3.26467542666376e-215,1.05538106136337e-150,FALSE,"EASYHAM"
4.75804152280482e-130,2.31963581549821e-103,FALSE,"EASYHAM"
1.06190554213786e-72,9.23227144268761e-60,FALSE,"EASYHAM"
8.07550858279637e-59,9.31558641625828e-40,FALSE,"EASYHAM"
1.04844164813958e-98,4.33707849119311e-64,FALSE,"EASYHAM"
6.91189953585994e-181,7.49552413717842e-125,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.1390522811624e-95,5.98730714640524e-66,FALSE,"EASYHAM"
4.77201125209082e-137,3.20112110322151e-100,FALSE,"EASYHAM"
4.57078899384847e-108,9.88955230150401e-80,FALSE,"EASYHAM"
3.32878612231392e-91,1.82567499248336e-72,FALSE,"EASYHAM"
6.68004917231363e-69,1.18693352508221e-59,FALSE,"EASYHAM"
9.39877691754063e-288,2.13833824083543e-200,FALSE,"EASYHAM"
4.91497183254087e-73,1.00887126059133e-59,FALSE,"EASYHAM"
1.78542190235618e-158,2.97525741727738e-127,FALSE,"EASYHAM"
6.28342490279822e-121,7.69971965531881e-94,FALSE,"EASYHAM"
1.93903451498562e-97,4.11799417385123e-74,FALSE,"EASYHAM"
3.48459103614186e-244,9.76958853273027e-176,FALSE,"EASYHAM"
1.12685686246734e-58,1.27031199535567e-46,FALSE,"EASYHAM"
3.24425109954944e-230,5.14043640658613e-180,FALSE,"EASYHAM"
5.05229658567206e-46,3.39255951227142e-34,FALSE,"EASYHAM"
4.73553542839468e-111,2.12153189110682e-82,FALSE,"EASYHAM"
7.48590542769483e-109,1.94790142485168e-80,FALSE,"EASYHAM"
6.55184179477456e-286,2.20426993966019e-223,FALSE,"EASYHAM"
6.54777637503099e-82,4.69670839623768e-53,FALSE,"EASYHAM"
4.76870842667851e-144,1.23009205340093e-90,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.42966593742679e-195,9.20769417701379e-147,FALSE,"EASYHAM"
4.71719528152034e-61,2.57652949450932e-54,FALSE,"EASYHAM"
5.99375454468034e-87,5.35465478209091e-73,FALSE,"EASYHAM"
3.83344392425344e-39,2.37736816959302e-39,TRUE,"EASYHAM"
6.50652077295501e-72,6.28533788976714e-46,FALSE,"EASYHAM"
2.79301035860524e-246,1.68362989177463e-194,FALSE,"EASYHAM"
1.39630505872873e-114,9.90304983730416e-91,FALSE,"EASYHAM"
1.02090029049842e-175,9.85069919583938e-137,FALSE,"EASYHAM"
1.75421505709589e-92,1.34447071009836e-78,FALSE,"EASYHAM"
0,4.94065645841247e-324,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.77545824413194e-43,9.75593861729741e-38,FALSE,"EASYHAM"
4.99954679263017e-96,1.10660651608281e-85,FALSE,"EASYHAM"
6.61414604071711e-77,2.04589847565469e-62,FALSE,"EASYHAM"
